Fecha,Valor_PVPC,Porcentaje_PVPC,Valor_Mercado_Spot,Porcentaje_Mercado_Spot
2020-01-14T10:00:00.000Z,"","",44.49,1.0
2020-01-14T11:00:00.000Z,"","",43.01,1.0
2020-01-14T12:00:00.000Z,"","",41.25,1.0
2020-01-14T13:00:00.000Z,"","",37.97,1.0
2020-01-14T14:00:00.000Z,"","",36.01,1.0
2020-01-14T15:00:00.000Z,"","",38.01,1.0
2020-01-14T16:00:00.000Z,"","",41.51,1.0
2020-01-14T17:00:00.000Z,"","",45.25,1.0
2020-01-14T18:00:00.000Z,"","",46.55,1.0
2020-01-14T19:00:00.000Z,"","",46.75,1.0
2020-01-14T20:00:00.000Z,"","",45.09,1.0
2020-01-14T21:00:00.000Z,"","",40.15,1.0
2020-01-14T22:00:00.000Z,"","",31.17,1.0
2020-01-14T23:00:00.000Z,"","",30.67,1.0
2020-01-15T00:00:00.000Z,"","",29.0,1.0
2020-01-15T01:00:00.000Z,"","",20.01,1.0
2020-01-15T02:00:00.000Z,"","",17.5,1.0
2020-01-15T03:00:00.000Z,"","",16.67,1.0
2020-01-15T04:00:00.000Z,"","",25.0,1.0
2020-01-15T05:00:00.000Z,"","",30.53,1.0
2020-01-15T06:00:00.000Z,"","",38.53,1.0
2020-01-15T07:00:00.000Z,"","",42.99,1.0
2020-01-15T08:00:00.000Z,"","",43.52,1.0
2020-01-15T09:00:00.000Z,"","",44.5,1.0
2020-01-15T10:00:00.000Z,"","",44.02,1.0
2020-01-15T11:00:00.000Z,"","",43.85,1.0
2020-01-15T12:00:00.000Z,"","",43.01,1.0
2020-01-15T13:00:00.000Z,"","",40.21,1.0
2020-01-15T14:00:00.000Z,"","",41.25,1.0
2020-01-15T15:00:00.000Z,"","",42.5,1.0
2020-01-15T16:00:00.000Z,"","",45.0,1.0
2020-01-15T17:00:00.000Z,"","",48.43,1.0
2020-01-15T18:00:00.000Z,"","",52.8,1.0
2020-01-15T19:00:00.000Z,"","",52.49,1.0
2020-01-15T20:00:00.000Z,"","",48.1,1.0
2020-01-15T21:00:00.000Z,"","",43.75,1.0
2020-01-15T22:00:00.000Z,"","",38.5,1.0
2020-01-15T23:00:00.000Z,"","",33.27,1.0
2020-01-16T00:00:00.000Z,"","",31.18,1.0
2020-01-16T01:00:00.000Z,"","",30.8,1.0
2020-01-16T02:00:00.000Z,"","",29.9,1.0
2020-01-16T03:00:00.000Z,"","",29.72,1.0
2020-01-16T04:00:00.000Z,"","",31.1,1.0
2020-01-16T05:00:00.000Z,"","",38.7,1.0
2020-01-16T06:00:00.000Z,"","",45.42,1.0
2020-01-16T07:00:00.000Z,"","",52.4,1.0
2020-01-16T08:00:00.000Z,"","",47.0,1.0
2020-01-16T09:00:00.000Z,"","",43.51,1.0
2020-01-16T10:00:00.000Z,"","",42.1,1.0
2020-01-16T11:00:00.000Z,"","",40.36,1.0
2020-01-16T12:00:00.000Z,"","",40.08,1.0
2020-01-16T13:00:00.000Z,"","",36.81,1.0
2020-01-16T14:00:00.000Z,"","",32.49,1.0
2020-01-16T15:00:00.000Z,"","",32.87,1.0
2020-01-16T16:00:00.000Z,"","",40.84,1.0
2020-01-16T17:00:00.000Z,"","",43.15,1.0
2020-01-16T18:00:00.000Z,"","",43.2,1.0
2020-01-16T19:00:00.000Z,"","",43.98,1.0
2020-01-16T20:00:00.000Z,"","",43.15,1.0
2020-01-16T21:00:00.000Z,"","",40.01,1.0
2020-01-16T22:00:00.000Z,"","",32.68,1.0
2020-01-16T23:00:00.000Z,"","",30.87,1.0
2020-01-17T00:00:00.000Z,"","",29.48,1.0
2020-01-17T01:00:00.000Z,"","",26.86,1.0
2020-01-17T02:00:00.000Z,"","",25.71,1.0
2020-01-17T03:00:00.000Z,"","",26.01,1.0
2020-01-17T04:00:00.000Z,"","",27.97,1.0
2020-01-17T05:00:00.000Z,"","",31.09,1.0
2020-01-17T06:00:00.000Z,"","",40.25,1.0
2020-01-17T07:00:00.000Z,"","",43.8,1.0
2020-01-17T08:00:00.000Z,"","",43.19,1.0
2020-01-17T09:00:00.000Z,"","",43.68,1.0
2020-01-17T10:00:00.000Z,"","",42.72,1.0
2020-01-17T11:00:00.000Z,"","",41.37,1.0
2020-01-17T12:00:00.000Z,"","",39.98,1.0
2020-01-17T13:00:00.000Z,"","",39.02,1.0
2020-01-17T14:00:00.000Z,"","",39.11,1.0
2020-01-17T15:00:00.000Z,"","",41.37,1.0
2020-01-17T16:00:00.000Z,"","",43.98,1.0
2020-01-17T17:00:00.000Z,"","",47.11,1.0
2020-01-17T18:00:00.000Z,"","",49.73,1.0
2020-01-17T19:00:00.000Z,"","",51.75,1.0
2020-01-17T20:00:00.000Z,"","",50.3,1.0
2020-01-17T21:00:00.000Z,"","",46.16,1.0
2020-01-17T22:00:00.000Z,"","",44.01,1.0
2020-01-17T23:00:00.000Z,"","",45.0,1.0
2020-01-18T00:00:00.000Z,"","",42.14,1.0
2020-01-18T01:00:00.000Z,"","",37.81,1.0
2020-01-18T02:00:00.000Z,"","",37.2,1.0
2020-01-18T03:00:00.000Z,"","",33.0,1.0
2020-01-18T04:00:00.000Z,"","",32.05,1.0
2020-01-18T05:00:00.000Z,"","",33.63,1.0
2020-01-18T06:00:00.000Z,"","",37.2,1.0
2020-01-18T07:00:00.000Z,"","",37.74,1.0
2020-01-18T08:00:00.000Z,"","",38.92,1.0
2020-01-18T09:00:00.000Z,"","",40.0,1.0
2020-01-18T10:00:00.000Z,"","",39.3,1.0
2020-01-18T11:00:00.000Z,"","",39.59,1.0
2020-01-18T12:00:00.000Z,"","",37.86,1.0
2020-01-18T13:00:00.000Z,"","",35.69,1.0
2020-01-18T14:00:00.000Z,"","",35.69,1.0
2020-01-18T15:00:00.000Z,"","",37.41,1.0
2020-01-18T16:00:00.000Z,"","",41.3,1.0
2020-01-18T17:00:00.000Z,"","",43.04,1.0
2020-01-18T18:00:00.000Z,"","",41.91,1.0
2020-01-18T19:00:00.000Z,"","",39.81,1.0
2020-01-18T20:00:00.000Z,"","",39.19,1.0
2020-01-18T21:00:00.000Z,"","",37.92,1.0
2020-01-18T22:00:00.000Z,"","",35.69,1.0
2020-01-18T23:00:00.000Z,"","",33.33,1.0
2020-01-19T00:00:00.000Z,"","",30.98,1.0
2020-01-19T01:00:00.000Z,"","",29.9,1.0
2020-01-19T02:00:00.000Z,"","",28.79,1.0
2020-01-19T03:00:00.000Z,"","",27.71,1.0
2020-01-19T04:00:00.000Z,"","",27.26,1.0
2020-01-19T05:00:00.000Z,"","",26.5,1.0
2020-01-19T06:00:00.000Z,"","",25.8,1.0
2020-01-19T07:00:00.000Z,"","",26.8,1.0
2020-01-19T08:00:00.000Z,"","",28.51,1.0
2020-01-19T09:00:00.000Z,"","",29.5,1.0
2020-01-19T10:00:00.000Z,"","",29.4,1.0
2020-01-19T11:00:00.000Z,"","",28.8,1.0
2020-01-19T12:00:00.000Z,"","",29.4,1.0
2020-01-19T13:00:00.000Z,"","",28.51,1.0
2020-01-19T14:00:00.000Z,"","",28.3,1.0
2020-01-19T15:00:00.000Z,"","",28.0,1.0
2020-01-19T16:00:00.000Z,"","",28.28,1.0
2020-01-19T17:00:00.000Z,"","",29.9,1.0
2020-01-19T18:00:00.000Z,"","",35.0,1.0
2020-01-19T19:00:00.000Z,"","",37.43,1.0
2020-01-19T20:00:00.000Z,"","",36.74,1.0
2020-01-19T21:00:00.000Z,"","",30.5,1.0
2020-01-19T22:00:00.000Z,"","",29.01,1.0
2020-01-19T23:00:00.000Z,"","",28.51,1.0
2020-01-20T00:00:00.000Z,"","",25.5,1.0
2020-01-20T01:00:00.000Z,"","",18.0,1.0
2020-01-20T02:00:00.000Z,"","",14.0,1.0
2020-01-20T03:00:00.000Z,"","",14.0,1.0
2020-01-20T04:00:00.000Z,"","",21.01,1.0
2020-01-20T05:00:00.000Z,"","",28.51,1.0
2020-01-20T06:00:00.000Z,"","",37.21,1.0
2020-01-20T07:00:00.000Z,"","",39.93,1.0
2020-01-20T08:00:00.000Z,"","",43.01,1.0
2020-01-20T09:00:00.000Z,"","",42.01,1.0
2020-01-20T10:00:00.000Z,"","",39.85,1.0
2020-01-20T11:00:00.000Z,"","",39.69,1.0
2020-01-20T12:00:00.000Z,"","",39.98,1.0
2020-01-20T13:00:00.000Z,"","",39.23,1.0
2020-01-20T14:00:00.000Z,"","",38.93,1.0
2020-01-20T15:00:00.000Z,"","",39.36,1.0
2020-01-20T16:00:00.000Z,"","",39.85,1.0
2020-01-20T17:00:00.000Z,"","",45.32,1.0
2020-01-20T18:00:00.000Z,"","",50.7,1.0
2020-01-20T19:00:00.000Z,"","",48.68,1.0
2020-01-20T20:00:00.000Z,"","",44.35,1.0
2020-01-20T21:00:00.000Z,"","",41.74,1.0
2020-01-20T22:00:00.000Z,"","",37.69,1.0
2020-01-20T23:00:00.000Z,"","",32.7,1.0
2020-01-21T00:00:00.000Z,"","",31.0,1.0
2020-01-21T01:00:00.000Z,"","",29.69,1.0
2020-01-21T02:00:00.000Z,"","",28.4,1.0
2020-01-21T03:00:00.000Z,"","",28.28,1.0
2020-01-21T04:00:00.000Z,"","",29.01,1.0
2020-01-21T05:00:00.000Z,"","",31.0,1.0
2020-01-21T06:00:00.000Z,"","",40.0,1.0
2020-01-21T07:00:00.000Z,"","",41.87,1.0
2020-01-21T08:00:00.000Z,"","",42.67,1.0
2020-01-21T09:00:00.000Z,"","",42.67,1.0
2020-01-21T10:00:00.000Z,"","",42.01,1.0
2020-01-21T11:00:00.000Z,"","",41.92,1.0
2020-01-21T12:00:00.000Z,"","",42.45,1.0
2020-01-21T13:00:00.000Z,"","",41.06,1.0
2020-01-21T14:00:00.000Z,"","",41.04,1.0
2020-01-21T15:00:00.000Z,"","",41.06,1.0
2020-01-21T16:00:00.000Z,"","",41.6,1.0
