Fecha,Valor_PVPC,Porcentaje_PVPC,Valor_Mercado_Spot,Porcentaje_Mercado_Spot
2021-03-28T08:00:00.000Z,"","",34.99,1.0
2021-03-28T09:00:00.000Z,"","",34.43,1.0
2021-03-28T10:00:00.000Z,"","",33.6,1.0
2021-03-28T11:00:00.000Z,"","",33.2,1.0
2021-03-28T12:00:00.000Z,"","",32.0,1.0
2021-03-28T13:00:00.000Z,"","",28.01,1.0
2021-03-28T14:00:00.000Z,"","",19.0,1.0
2021-03-28T15:00:00.000Z,"","",27.0,1.0
2021-03-28T16:00:00.000Z,"","",35.92,1.0
2021-03-28T17:00:00.000Z,"","",50.37,1.0
2021-03-28T18:00:00.000Z,"","",55.4,1.0
2021-03-28T19:00:00.000Z,"","",55.75,1.0
2021-03-28T20:00:00.000Z,"","",53.75,1.0
2021-03-28T21:00:00.000Z,"","",47.07,1.0
2021-03-28T22:00:00.000Z,"","",39.07,1.0
2021-03-28T23:00:00.000Z,"","",35.43,1.0
2021-03-29T00:00:00.000Z,"","",33.18,1.0
2021-03-29T01:00:00.000Z,"","",32.0,1.0
2021-03-29T02:00:00.000Z,"","",31.98,1.0
2021-03-29T03:00:00.000Z,"","",36.4,1.0
2021-03-29T04:00:00.000Z,"","",52.42,1.0
2021-03-29T05:00:00.000Z,"","",57.52,1.0
2021-03-29T06:00:00.000Z,"","",64.02,1.0
2021-03-29T07:00:00.000Z,"","",62.01,1.0
2021-03-29T08:00:00.000Z,"","",60.0,1.0
2021-03-29T09:00:00.000Z,"","",53.11,1.0
2021-03-29T10:00:00.000Z,"","",49.79,1.0
2021-03-29T11:00:00.000Z,"","",37.0,1.0
2021-03-29T12:00:00.000Z,"","",28.55,1.0
2021-03-29T13:00:00.000Z,"","",19.69,1.0
2021-03-29T14:00:00.000Z,"","",22.94,1.0
2021-03-29T15:00:00.000Z,"","",34.73,1.0
2021-03-29T16:00:00.000Z,"","",43.1,1.0
2021-03-29T17:00:00.000Z,"","",56.31,1.0
2021-03-29T18:00:00.000Z,"","",68.15,1.0
2021-03-29T19:00:00.000Z,"","",64.02,1.0
2021-03-29T20:00:00.000Z,"","",59.18,1.0
2021-03-29T21:00:00.000Z,"","",56.0,1.0
2021-03-29T22:00:00.000Z,"","",47.08,1.0
2021-03-29T23:00:00.000Z,"","",46.46,1.0
2021-03-30T00:00:00.000Z,"","",44.65,1.0
2021-03-30T01:00:00.000Z,"","",45.59,1.0
2021-03-30T02:00:00.000Z,"","",46.27,1.0
2021-03-30T03:00:00.000Z,"","",53.22,1.0
2021-03-30T04:00:00.000Z,"","",61.51,1.0
2021-03-30T05:00:00.000Z,"","",65.49,1.0
2021-03-30T06:00:00.000Z,"","",76.73,1.0
2021-03-30T07:00:00.000Z,"","",64.63,1.0
2021-03-30T08:00:00.000Z,"","",56.68,1.0
2021-03-30T09:00:00.000Z,"","",48.95,1.0
2021-03-30T10:00:00.000Z,"","",45.29,1.0
2021-03-30T11:00:00.000Z,"","",42.83,1.0
2021-03-30T12:00:00.000Z,"","",39.89,1.0
2021-03-30T13:00:00.000Z,"","",39.78,1.0
2021-03-30T14:00:00.000Z,"","",41.79,1.0
2021-03-30T15:00:00.000Z,"","",50.07,1.0
2021-03-30T16:00:00.000Z,"","",56.82,1.0
2021-03-30T17:00:00.000Z,"","",59.33,1.0
2021-03-30T18:00:00.000Z,"","",67.93,1.0
2021-03-30T19:00:00.000Z,"","",66.13,1.0
2021-03-30T20:00:00.000Z,"","",60.14,1.0
2021-03-30T21:00:00.000Z,"","",57.53,1.0
2021-03-30T22:00:00.000Z,"","",56.58,1.0
2021-03-30T23:00:00.000Z,"","",50.97,1.0
2021-03-31T00:00:00.000Z,"","",50.0,1.0
2021-03-31T01:00:00.000Z,"","",49.18,1.0
2021-03-31T02:00:00.000Z,"","",48.33,1.0
2021-03-31T03:00:00.000Z,"","",53.54,1.0
2021-03-31T04:00:00.000Z,"","",61.51,1.0
2021-03-31T05:00:00.000Z,"","",68.47,1.0
2021-03-31T06:00:00.000Z,"","",76.39,1.0
2021-03-31T07:00:00.000Z,"","",65.98,1.0
2021-03-31T08:00:00.000Z,"","",56.81,1.0
2021-03-31T09:00:00.000Z,"","",50.71,1.0
2021-03-31T10:00:00.000Z,"","",49.0,1.0
2021-03-31T11:00:00.000Z,"","",46.66,1.0
2021-03-31T12:00:00.000Z,"","",43.09,1.0
2021-03-31T13:00:00.000Z,"","",43.92,1.0
2021-03-31T14:00:00.000Z,"","",42.2,1.0
2021-03-31T15:00:00.000Z,"","",49.03,1.0
2021-03-31T16:00:00.000Z,"","",55.4,1.0
2021-03-31T17:00:00.000Z,"","",58.98,1.0
2021-03-31T18:00:00.000Z,"","",64.01,1.0
2021-03-31T19:00:00.000Z,"","",66.15,1.0
2021-03-31T20:00:00.000Z,"","",60.98,1.0
2021-03-31T21:00:00.000Z,"","",55.92,1.0
2021-03-31T22:00:00.000Z,"","",54.38,1.0
2021-03-31T23:00:00.000Z,"","",47.82,1.0
2021-04-01T00:00:00.000Z,"","",43.0,1.0
2021-04-01T01:00:00.000Z,"","",42.99,1.0
2021-04-01T02:00:00.000Z,"","",42.88,1.0
2021-04-01T03:00:00.000Z,"","",45.7,1.0
2021-04-01T04:00:00.000Z,"","",49.65,1.0
2021-04-01T05:00:00.000Z,"","",54.86,1.0
2021-04-01T06:00:00.000Z,"","",61.13,1.0
2021-04-01T07:00:00.000Z,"","",61.16,1.0
2021-04-01T08:00:00.000Z,"","",55.0,1.0
2021-04-01T09:00:00.000Z,"","",50.12,1.0
2021-04-01T10:00:00.000Z,"","",47.24,1.0
2021-04-01T11:00:00.000Z,"","",43.23,1.0
2021-04-01T12:00:00.000Z,"","",41.67,1.0
2021-04-01T13:00:00.000Z,"","",40.53,1.0
2021-04-01T14:00:00.000Z,"","",42.99,1.0
2021-04-01T15:00:00.000Z,"","",49.35,1.0
2021-04-01T16:00:00.000Z,"","",57.19,1.0
2021-04-01T17:00:00.000Z,"","",62.26,1.0
2021-04-01T18:00:00.000Z,"","",66.41,1.0
2021-04-01T19:00:00.000Z,"","",66.6,1.0
2021-04-01T20:00:00.000Z,"","",63.51,1.0
2021-04-01T21:00:00.000Z,"","",61.16,1.0
2021-04-01T22:00:00.000Z,"","",58.89,1.0
2021-04-01T23:00:00.000Z,"","",57.97,1.0
2021-04-02T00:00:00.000Z,"","",55.94,1.0
2021-04-02T01:00:00.000Z,"","",54.86,1.0
2021-04-02T02:00:00.000Z,"","",53.2,1.0
2021-04-02T03:00:00.000Z,"","",52.7,1.0
2021-04-02T04:00:00.000Z,"","",53.52,1.0
2021-04-02T05:00:00.000Z,"","",60.24,1.0
2021-04-02T06:00:00.000Z,"","",60.67,1.0
2021-04-02T07:00:00.000Z,"","",56.25,1.0
