Fecha,Valor_PVPC,Porcentaje_PVPC,Valor_Mercado_Spot,Porcentaje_Mercado_Spot
2022-01-11T01:00:00.000Z,257.57,0.5658764857086364,197.6,0.4341235142913637
2022-01-11T02:00:00.000Z,252.26,0.5665453892107982,193.0,0.43345461078920183
2022-01-11T03:00:00.000Z,254.89,0.5666866760043576,194.9,0.4333133239956425
2022-01-11T04:00:00.000Z,265.92,0.5653421774347854,204.45,0.43465782256521457
2022-01-11T05:00:00.000Z,280.93,0.5615792103948026,219.32,0.43842078960519737
2022-01-11T06:00:00.000Z,285.84,0.5558710279646843,228.38,0.4441289720353156
2022-01-11T07:00:00.000Z,337.72,0.5746567067671732,249.97,0.42534329323282677
2022-01-11T08:00:00.000Z,336.95,0.5740986846588974,249.97,0.42590131534110276
2022-01-11T09:00:00.000Z,395.7,0.6200542175282449,242.47,0.3799457824717552
2022-01-11T10:00:00.000Z,358.79,0.628364769960945,212.2,0.37163523003905496
2022-01-11T11:00:00.000Z,352.51,0.6299208377262736,207.1,0.37007916227372634
2022-01-11T12:00:00.000Z,352.21,0.6298349457270077,207.0,0.37016505427299223
2022-01-11T13:00:00.000Z,283.27,0.5780194666068112,206.8,0.42198053339318875
2022-01-11T14:00:00.000Z,284.13,0.5787586825005602,206.8,0.4212413174994399
2022-01-11T15:00:00.000Z,291.96,0.5793316929915072,212.0,0.4206683070084928
2022-01-11T16:00:00.000Z,330.71,0.5769740744617746,242.47,0.4230259255382254
2022-01-11T17:00:00.000Z,422.53,0.6190643634712027,260.0,0.3809356365287973
2022-01-11T18:00:00.000Z,424.91,0.6186087817377125,261.97,0.38139121826228745
2022-01-11T19:00:00.000Z,426.54,0.6188914683691236,262.66,0.3811085316308764
2022-01-11T20:00:00.000Z,406.36,0.6238639154998772,245.0,0.3761360845001228
2022-01-11T21:00:00.000Z,316.68,0.5819718827529174,227.47,0.4180281172470826
2022-01-11T22:00:00.000Z,299.02,0.5855674140800939,211.63,0.414432585919906
2022-01-11T23:00:00.000Z,252.57,0.562241218111393,196.65,0.4377587818886069
2022-01-12T00:00:00.000Z,242.36,0.564336608764495,187.1,0.435663391235505
2022-01-12T01:00:00.000Z,239.97,0.565646803696021,184.27,0.4343531963039789
2022-01-12T02:00:00.000Z,234.51,0.5663261609794972,179.58,0.43367383902050277
2022-01-12T03:00:00.000Z,232.98,0.566434076487321,178.33,0.43356592351267903
2022-01-12T04:00:00.000Z,246.66,0.5646978021978023,190.14,0.4353021978021978
2022-01-12T05:00:00.000Z,237.68,0.5620241191771105,185.22,0.4379758808228896
2022-01-12T06:00:00.000Z,251.55,0.5568098811342055,200.22,0.44319011886579457
2022-01-12T07:00:00.000Z,297.34,0.5779315438589671,217.15,0.4220684561410329
2022-01-12T08:00:00.000Z,282.57,0.5790606172384114,205.41,0.42093938276158854
2022-01-12T09:00:00.000Z,344.2,0.6328369185512043,199.7,0.3671630814487957
2022-01-12T10:00:00.000Z,340.62,0.6339711137581895,196.66,0.3660288862418106
2022-01-12T11:00:00.000Z,341.34,0.6341191551022682,196.95,0.3658808448977317
2022-01-12T12:00:00.000Z,342.06,0.6340550159412768,197.42,0.36594498405872317
2022-01-12T13:00:00.000Z,272.99,0.5803235475436322,197.42,0.41967645245636787
2022-01-12T14:00:00.000Z,276.45,0.580716311311837,199.6,0.419283688688163
2022-01-12T15:00:00.000Z,278.14,0.5814692478153615,200.2,0.41853075218463853
2022-01-12T16:00:00.000Z,310.78,0.5773682352722611,227.49,0.4226317647277389
2022-01-12T17:00:00.000Z,415.28,0.619561974100376,255.0,0.38043802589962405
2022-01-12T18:00:00.000Z,421.94,0.6174852192237897,261.38,0.3825147807762103
2022-01-12T19:00:00.000Z,412.67,0.6198386830286736,253.1,0.38016131697132644
2022-01-12T20:00:00.000Z,376.95,0.6285223596891987,222.79,0.3714776403108013
2022-01-12T21:00:00.000Z,297.3,0.5818687125689905,213.64,0.41813128743100947
2022-01-12T22:00:00.000Z,282.89,0.5855602243795408,200.22,0.4144397756204591
2022-01-12T23:00:00.000Z,244.57,0.5627862024529995,190.0,0.4372137975470005
2022-01-13T00:00:00.000Z,245.44,0.5653215404459186,188.72,0.43467845955408146
2022-01-13T01:00:00.000Z,245.66,0.566650520148548,187.87,0.43334947985145206
2022-01-13T02:00:00.000Z,240.19,0.5677311083272272,182.88,0.4322688916727728
2022-01-13T03:00:00.000Z,245.14,0.5677296834109173,186.65,0.4322703165890827
2022-01-13T04:00:00.000Z,244.02,0.5655942888930094,187.42,0.4344057111069905
2022-01-13T05:00:00.000Z,246.5,0.5609539630885465,192.93,0.4390460369114535
2022-01-13T06:00:00.000Z,275.44,0.5557932119940272,220.14,0.4442067880059728
