Fecha,Valor_PVPC,Porcentaje_PVPC,Valor_Mercado_Spot,Porcentaje_Mercado_Spot
2017-12-09T12:00:00.000Z,"","",71.7,1.0
2017-12-09T13:00:00.000Z,"","",68.02,1.0
2017-12-09T14:00:00.000Z,"","",65.08,1.0
2017-12-09T15:00:00.000Z,"","",67.7,1.0
2017-12-09T16:00:00.000Z,"","",73.62,1.0
2017-12-09T17:00:00.000Z,"","",82.92,1.0
2017-12-09T18:00:00.000Z,"","",83.11,1.0
2017-12-09T19:00:00.000Z,"","",76.89,1.0
2017-12-09T20:00:00.000Z,"","",70.97,1.0
2017-12-09T21:00:00.000Z,"","",69.19,1.0
2017-12-09T22:00:00.000Z,"","",64.4,1.0
2017-12-09T23:00:00.000Z,"","",55.79,1.0
2017-12-10T00:00:00.000Z,"","",54.72,1.0
2017-12-10T01:00:00.000Z,"","",52.44,1.0
2017-12-10T02:00:00.000Z,"","",49.39,1.0
2017-12-10T03:00:00.000Z,"","",40.0,1.0
2017-12-10T04:00:00.000Z,"","",38.0,1.0
2017-12-10T05:00:00.000Z,"","",25.13,1.0
2017-12-10T06:00:00.000Z,"","",29.48,1.0
2017-12-10T07:00:00.000Z,"","",31.37,1.0
2017-12-10T08:00:00.000Z,"","",41.91,1.0
2017-12-10T09:00:00.000Z,"","",50.62,1.0
2017-12-10T10:00:00.000Z,"","",52.44,1.0
2017-12-10T11:00:00.000Z,"","",53.5,1.0
2017-12-10T12:00:00.000Z,"","",51.55,1.0
2017-12-10T13:00:00.000Z,"","",45.03,1.0
2017-12-10T14:00:00.000Z,"","",46.47,1.0
2017-12-10T15:00:00.000Z,"","",42.89,1.0
2017-12-10T16:00:00.000Z,"","",50.62,1.0
2017-12-10T17:00:00.000Z,"","",56.79,1.0
2017-12-10T18:00:00.000Z,"","",62.04,1.0
2017-12-10T19:00:00.000Z,"","",63.6,1.0
2017-12-10T20:00:00.000Z,"","",64.09,1.0
2017-12-10T21:00:00.000Z,"","",59.8,1.0
2017-12-10T22:00:00.000Z,"","",54.94,1.0
2017-12-10T23:00:00.000Z,"","",34.44,1.0
2017-12-11T00:00:00.000Z,"","",15.0,1.0
2017-12-11T01:00:00.000Z,"","",10.47,1.0
2017-12-11T02:00:00.000Z,"","",5.48,1.0
2017-12-11T03:00:00.000Z,"","",5.48,1.0
2017-12-11T04:00:00.000Z,"","",12.4,1.0
2017-12-11T05:00:00.000Z,"","",34.44,1.0
2017-12-11T06:00:00.000Z,"","",54.29,1.0
2017-12-11T07:00:00.000Z,"","",64.02,1.0
2017-12-11T08:00:00.000Z,"","",68.04,1.0
2017-12-11T09:00:00.000Z,"","",68.14,1.0
2017-12-11T10:00:00.000Z,"","",66.62,1.0
2017-12-11T11:00:00.000Z,"","",64.02,1.0
2017-12-11T12:00:00.000Z,"","",59.06,1.0
2017-12-11T13:00:00.000Z,"","",55.38,1.0
2017-12-11T14:00:00.000Z,"","",54.13,1.0
2017-12-11T15:00:00.000Z,"","",55.85,1.0
2017-12-11T16:00:00.000Z,"","",66.12,1.0
2017-12-11T17:00:00.000Z,"","",74.97,1.0
2017-12-11T18:00:00.000Z,"","",75.72,1.0
2017-12-11T19:00:00.000Z,"","",71.46,1.0
2017-12-11T20:00:00.000Z,"","",69.48,1.0
2017-12-11T21:00:00.000Z,"","",65.02,1.0
2017-12-11T22:00:00.000Z,"","",54.13,1.0
2017-12-11T23:00:00.000Z,"","",53.98,1.0
2017-12-12T00:00:00.000Z,"","",50.62,1.0
2017-12-12T01:00:00.000Z,"","",49.28,1.0
2017-12-12T02:00:00.000Z,"","",48.69,1.0
2017-12-12T03:00:00.000Z,"","",48.69,1.0
2017-12-12T04:00:00.000Z,"","",51.58,1.0
2017-12-12T05:00:00.000Z,"","",60.99,1.0
2017-12-12T06:00:00.000Z,"","",76.0,1.0
2017-12-12T07:00:00.000Z,"","",75.07,1.0
2017-12-12T08:00:00.000Z,"","",77.53,1.0
2017-12-12T09:00:00.000Z,"","",77.51,1.0
2017-12-12T10:00:00.000Z,"","",76.46,1.0
2017-12-12T11:00:00.000Z,"","",75.07,1.0
2017-12-12T12:00:00.000Z,"","",74.84,1.0
2017-12-12T13:00:00.000Z,"","",72.72,1.0
2017-12-12T14:00:00.000Z,"","",71.7,1.0
2017-12-12T15:00:00.000Z,"","",73.0,1.0
2017-12-12T16:00:00.000Z,"","",77.69,1.0
2017-12-12T17:00:00.000Z,"","",83.64,1.0
2017-12-12T18:00:00.000Z,"","",85.01,1.0
2017-12-12T19:00:00.000Z,"","",78.0,1.0
2017-12-12T20:00:00.000Z,"","",76.42,1.0
2017-12-12T21:00:00.000Z,"","",71.58,1.0
2017-12-12T22:00:00.000Z,"","",70.07,1.0
2017-12-12T23:00:00.000Z,"","",71.01,1.0
2017-12-13T00:00:00.000Z,"","",62.97,1.0
2017-12-13T01:00:00.000Z,"","",55.38,1.0
2017-12-13T02:00:00.000Z,"","",54.72,1.0
2017-12-13T03:00:00.000Z,"","",54.13,1.0
2017-12-13T04:00:00.000Z,"","",54.08,1.0
2017-12-13T05:00:00.000Z,"","",55.42,1.0
